################################################################## 

SERIE MENSILI: 

################################################################## 



 Diagnostica modelli originali: 
        TITLE       BIC QR.prob QR2.prob QSR.prob N.prob N.test    TVA    TVC
###
###-5.9953	0.209	0.198	0.799	0.059	5.65	1.73	1.63
###AO01(092009, 6.47);  AO02(042020,-12.21);  TC01(082009, -5.13);  TC02(032020, -6.53);  LS01(022009, -7.86);  LS02(082008, -3.52);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.624839 (  -11.4)          - (      -)          - (      -)  -0.702737 (  -14.0)
###Reg01(   0.3688E-01, 12.65);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID28 
 Modello originale:
###
###-5.58163	0.702	0.288	0.18	0.015	8.35	2.21	1.86
###AO01(062010, 7.44);  AO02(082010, -5.27);  AO03(062015, 3.73);  AO04(042020,-10.78);  TC01(032020, -8.92);  LS01(112008, -4.43);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.591322 (  -10.4)          - (      -)          - (      -)  -0.762373 (  -16.7)
###Reg01(   0.3010E-01,  8.43);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE28 
 Modello originale:
###
###-6.03846	0.14	0.021	0.258	0.003	11.9	-1.39	3.15
###AO01(102009, -5.20);  AO02(082009, -4.46);  AO03(042020,-10.05);  TC01(062009, -5.06);  TC02(062008, 3.70);  TC03(032020, -9.50);  LS01(012009, -4.97);  LS02(072008, -5.08);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)  0.7293679 (   12.3)  0.5652884 (   9.90)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.603074 (  -10.5)
###Reg01(   0.2818E-01,  9.42);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ29 
 Modello originale:
###
###-5.19432	0.599	0.151	0.998	0	26.4	2.84	4.29
###AO01(122007, -7.84);  AO02(042020,-34.80);  AO03(052020, -5.65);  TC01(112008, -3.30);  TC02(032020, -9.43);  LS01(122008, -7.50);  LS02(082008, -4.23);  LS03(022012, -3.23);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.572451 (  -9.96)          - (      -)          - (      -)  -0.582602 (  -10.2)
###Reg01(   0.3159E-01,  7.64);
###  EE:  -0.06045 (  -3.52)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID29 
 Modello originale:
###
###-4.50075	0.925	0.584	1	0.217	3.06	0.374	1.71
###AO01(082008, -3.69);  AO02(042020,-16.21);  AO03(092021, -4.02);  TC01(122008, -5.07);  TC02(032020,-11.67);  TC03(052020, -4.24);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)  0.5765108 (   9.09)  0.4535750 (   7.35)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.721603 (  -14.6)
###Reg01(   0.1813E-01,  2.86);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE29 
 Modello originale:
###
###-5.2902	0.496	0.04	0.808	0	69.7	4.14	7.25
###AO01(092013, 4.49);  AO02(042020,-36.37);  AO03(052020, -6.81);  TC01(032020, -7.74);  LS01(012009, -5.13);  LS02(112008, -4.91);  LS03(082008, -3.86);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.616053 (  -11.1)          - (      -)          - (      -)  -0.590642 (  -10.4)
###Reg01(   0.2738E-01,  6.75);
###  EE:  -0.05511 (  -3.25)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ30 
 Modello originale:
###
###-3.09801	0.738	0	0.447	0.257	2.72	1.6	0.392
###AO01(042020, -5.58);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.905616 (  -30.3)          - (      -)          - (      -)  -0.790744 (  -18.3)
###Reg01(   0.4769E-01,  3.13);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ31 
 Modello originale:
###
###-5.54214	0.046	0.633	0.315	0.194	3.28	1.18	1.37
###AO01(082008, -4.47);  AO02(102007, -4.21);  AO03(042020,-25.19);  AO04(082020, 4.74);  TC01(082009, -6.74);  TC02(032020,-11.62);  LS01(012009, -6.26);  LS02(042009, 3.54);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)  0.6512490 (   10.1)  0.4152719 (   6.62)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.584978 (  -10.1)
###Reg01(   0.3607E-01,  9.66);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID31 
 Modello originale:
###
###-5.96805	0.551	0.27	0.995	0	36.5	3.19	5.13
###AO01(082008, -4.14);  AO02(082007, 3.66);  AO03(042020,-53.89);  AO04(082020, 12.94);  TC01(032020,-18.57);  LS01(062020, 4.90);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.537623 (  -9.18)          - (      -)          - (      -)  -0.428794 (  -6.84)
###Reg01(   0.3279E-01, 11.92);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE31 
 Modello originale:
###
###-6.00023	0.172	0.519	0.704	0.253	2.75	0.58	1.55
###AO01(082009, -6.55);  AO02(102008, 5.49);  AO03(042020,-28.62);  AO04(082020, 3.64);  AO05(052020, -4.96);  TC01(032020,-11.09);  LS01(012009, -6.77);  LS02(082008, -4.50);  LS03(122009, 3.12);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.671672 (  -12.9)          - (      -)          - (      -)  -0.651092 (  -12.2)
###Reg01(   0.3834E-01, 13.19);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ32 
 Modello originale:
###
###-5.31531	0.033	0.421	0.434	0.209	3.13	-0.5	1.7
###AO01(082009, -6.16);  AO02(042006, -3.23);  AO03(072020, 3.94);  TC01(052007, 3.63);  TC02(012006, -4.70);  TC03(042020,-14.31);  TC04(032020, -4.20);  LS01(112005, 3.62);  LS02(052020, 5.79);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.591410 (  -10.4)          - (      -)          - (      -)  -0.633673 (  -11.6)
###Reg01(   0.2314E-01,  5.89);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID32 
 Modello originale:
###
###-5.53583	0.249	0.234	0.566	0.641	0.891	0.784	0.525
###AO01(122017, 6.75);  AO02(082009, -5.34);  AO03(082008, -4.41);  AO04(042020,-13.79);  AO05(082020, 4.88);  TC01(032020,-12.22);  LS01(062007, -3.53);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.631207 (  -11.6)          - (      -)          - (      -)  -0.577468 (  -10.1)
###Reg01(   0.3621E-01,  9.89);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIE32 
 Modello originale:
###
###-5.47918	0	0.539	0.001	0.001	13.4	1.8	3.19
###TC01(042020,-15.63);  TC02(032020, -8.84);  TC03(062020, 5.75);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.607498 (  -10.9)          - (      -)          - (      -)  -0.865432 (  -24.7)
###Reg01(   0.2850E-01,  7.15);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVIZ33 
 Modello originale:
###
###-2.61136	0.257	0.058	0.432	0.027	7.21	-2.08	1.7
###AO01(062006, 3.74);  AO02(072006, -4.07);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.791031 (  -18.4)          - (      -)          - (      -)  -0.536156 (  -9.05)
###Reg01(   0.4886E-01,  2.85);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DIVID33 
 Modello originale:
###
###-4.25757	0.096	0.921	0.554	0.783	0.489	-0.09	0.694
###AO01(102006, 4.18);  AO02(012007, 3.53);  TC01(112006, -4.50);  TC02(082008, 3.66);  TC03(082009, 2.76);  LS01(062012, -6.22);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###0.030958 (   5.20)  0.0277887 (  0.468)  -0.490572 (  -8.06)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.662054 (  -12.7)
###Reg01(   0.2558E-01,  3.74);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 MIGSZ_1 
 Modello originale:
###
###-6.2832	0.144	0.999	1	0.902	0.206	0.369	-0.26
###AO01(022015, 4.49);  TC01(042020, -7.66);  LS01(032009, -4.95);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.329880 (  -4.94)  -0.228388 (  -3.42)          - (      -)  -0.552759 (  -9.58)
###Reg01(   0.3725E-01, 17.50);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 NONDUNAZ 
 Modello originale:
###
###-7.05634	0.056	0.756	0.665	0.096	4.69	1.95	0.945
###AO01(122001, -4.21);  AO02(032020,-10.08);  AO03(112020, -3.92);  TC01(042020,-15.68);  TC02(032021, -3.34);  LS01(052004, -2.78);  LS02(022009, -2.29);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.582800 (  -11.6)          - (      -)          - (      -)  -0.456081 (  -8.32)
###Reg01(   0.2913E-01, 20.51);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 NONDUEST 
 Modello originale:
###
###-6.38021	0.529	0.429	0.827	0.182	3.41	1.1	1.48
###AO01(032020, -2.98);  AO02(042020,-10.85);  AO03(052020, -6.10);  LS01(012002, 3.60);  LS02(032009, -6.43);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.526652 (  -10.1)          - (      -)          - (      -)  -0.391882 (  -6.96)
###Reg01(   0.3673E-01, 18.61);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 ENERGNAZ 
 Modello originale:
###
###-5.64304	0.433	0.877	1	0	18.5	-2.57	3.46
###AO01(092003, -4.16);  AO02(032020, -7.79);  AO03(042020,-14.80);  AO04(052020, -8.16);  AO05(062020, -4.87);  AO06(112020, -3.41);  AO07(052013, -3.36);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.123748 (  -2.06)          - (      -)          - (      -)  -0.950000 (  -50.3)
###Reg01(   0.1826E-01,  7.21);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 ENERGEST 
 Modello originale:
###
###-3.65141	0.318	0.222	1	0.085	4.94	-1.73	-1.39
###AO01(012021, 4.17);  LS01(112008, -3.15);  LS02(032020, -4.80);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.318628 (  -5.54)          - (      -)          - (      -)  -0.950000 (  -50.2)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 MIGSZ_2 
 Modello originale:
###
###-6.09995	0.415	0.038	1	0.533	1.26	1.12	-0.09
###AO01(082009, -4.00);  AO02(042020,-29.21);  TC01(032020, -8.61);  LS01(012009, -4.78);  LS02(062020, 5.82);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.574729 (  -10.0)          - (      -)          - (      -)  -0.805362 (  -19.4)
###Reg01(   0.3466E-01, 12.37);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DUREVNAZ 
 Modello originale:
###
###-6.10177	0.14	0.049	0.815	0.538	1.24	0.802	-0.77
###AO01(122001, 13.35);  AO02(112002, 5.95);  AO03(082005, 6.17);  AO04(082006, 4.26);  AO05(082010, 2.17);  AO06(032020,-20.97);  AO07(042020,-57.44);  AO08(052020,-11.50);  AO09(082020, 10.17);  TC01(082007, 4.99);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.607028 (  -12.4)          - (      -)          - (      -)  -0.415417 (  -7.43)
###Reg01(   0.3162E-01, 13.81);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 DUREVEST 
 Modello originale:
###
###-6.03335	0.001	0.012	0.199	0.001	13.7	1.04	3.56
###AO01(082009, -4.54);  AO02(032020,-11.11);  AO03(042020,-37.70);  AO04(052020,-10.30);  TC01(092000, 3.62);  LS01(022003, -4.08);  LS02(112008, -5.95);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.648980 (  -13.7)          - (      -)          - (      -)  -0.618934 (  -12.7)
###Reg01(   0.3414E-01, 13.48);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 MIGSZ_3 
 Modello originale:
###
###-5.99914	0.297	0.538	1	0.003	11.6	-1.2	3.19
###AO01(082009, -4.09);  AO02(042020,-16.81);  TC01(032020, -9.28);  LS01(012009, -7.97);  LS02(082008, -4.22);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.628570 (  -11.5)          - (      -)          - (      -)  -0.717290 (  -14.6)
###Reg01(   0.3633E-01, 12.23);
###  EE:  -0.04013 (  -3.10)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 INVESNAZ 
 Modello originale:
###
###-5.46535	0.185	0.52	0.65	0.029	7.09	0.834	2.53
###AO01(062010, 4.03);  AO02(102004, 4.11);  AO03(012010, 3.46);  AO04(042009, 3.94);  AO05(032020, -9.75);  AO06(042020,-16.66);  AO07(052020, -6.99);  AO08(062020, -4.01);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.591456 (  -11.8)          - (      -)          - (      -)  -0.635255 (  -13.2)
###Reg01(   0.2686E-01,  8.10);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 INVESEST 
 Modello originale:
###
###-5.56366	0.069	0	0.864	0	15.3	-0.04	3.91
###AO01(032020, -6.39);  AO02(042020,-16.28);  AO03(052020, -6.07);  AO04(062020, -4.02);  LS01(012009, -6.30);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.670011 (  -14.5)          - (      -)          - (      -)  -0.718468 (  -16.6)
###Reg01(   0.3392E-01, 10.11);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 MIGSZ_4 
 Modello originale:
###
###-6.70761	0.011	0.395	0.977	0.401	1.83	1.34	0.214
###AO01(082009, -3.98);  TC01(032009, -4.31);  TC02(042020,-13.25);  TC03(032020, -6.13);  LS01(112008, -4.79);  LS02(122008, -3.72);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.274958 (  -4.15)          - (      -)          - (      -)  -0.664757 (  -12.9)
###Reg01(   0.3386E-01, 20.16);
###  EE:  -0.03559 (  -4.90)
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 INTERNAZ 
 Modello originale:
###
###-6.69109	0	0	0.31	0.632	0.919	-0.79	0.544
###AO01(032020,-10.06);  AO02(042020,-23.49);  AO03(052020, -5.74);  AO04(082020, 3.67);  TC01(012008, 3.65);  LS01(112008, -4.09);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)  0.2153505 (   3.63)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.508720 (  -9.74)
###Reg01(   0.3555E-01, 24.70);
 
Modello nuovo:
				nessuna variazione da modello originale
 
		 INTEREST 
 Modello originale:
###
###-6.77453	0	0.001	0.691	0.187	3.35	-0.85	1.62
###AO01(122000, 5.07);  AO02(122017, 3.54);  AO03(032020, -5.76);  AO04(042020,-15.56);  AO05(052020, -8.40);  TC01(062020, -5.69);  LS01(112008, -5.87);  LS02(012009, -4.53);
###  MEAN      (t)       PHI1       (t)       PHI2       (t)       PHI3       (t)       BPHI       (t)        TH1       (t)        TH2       (t)        TH3       (t)        BTH       (t)
###       - (      -)  0.3628694 (   6.36)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)          - (      -)  -0.598054 (  -12.2)
###Reg01(   0.3622E-01, 24.62);
 
Modello nuovo:
				nessuna variazione da modello originale
